岗位名称,类别,职位名称,所属地,专业学科,学历要求,岗位描述
,正式,产品工艺/制程工程师,山东省 济南市,机械电子工程,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1.本科及以上学历；
2.熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6. 英语熟练，能进行日常的口语交流和邮件交流。"
,正式,产品工艺/制程工程师,山东省 济南市,车辆工程,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1.本科及以上学历；
2.熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6. 英语熟练，能进行日常的口语交流和邮件交流。"
,正式,产品工艺/制程工程师,山东省 济南市,汽车服务工程,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1.本科及以上学历；
2.熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6. 英语熟练，能进行日常的口语交流和邮件交流。"
Internal Sales 销售内勤,正式,行政专员/助理,山东省 济南市,市场营销,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1. 本科及以上学历；
2. 熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6. 英语熟练，能进行日常的口语交流和邮件交流。"
,正式,行政专员/助理,山东省 济南市,财务管理,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1. 本科及以上学历；
2. 熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6. 英语熟练，能进行日常的口语交流和邮件交流。"
,正式,行政专员/助理,山东省 济南市,行政管理,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1. 本科及以上学历；
2. 熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6. 英语熟练，能进行日常的口语交流和邮件交流。"
Logistics Engineer 物流工程师,正式,物流专员/助理,山东省 济南市,物流管理,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1.本科及以上学历；
2.熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6.英语熟练，能进行日常的口语交流和邮件交流。"
,正式,物流专员/助理,山东省 济南市,物流工程,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1.本科及以上学历；
2.熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6.英语熟练，能进行日常的口语交流和邮件交流。"
Package Engineer 包装工程师,正式,物流专员/助理,山东省 济南市,交通运输类,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1.本科及以上学历；
2.熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6.英语熟练，能进行日常的口语交流和邮件交流。"
,正式,物流专员/助理,山东省 济南市,交通运输,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1.本科及以上学历；
2.熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6.英语熟练，能进行日常的口语交流和邮件交流。"
,正式,物流专员/助理,山东省 济南市,物流管理与工程类,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1.本科及以上学历；
2.熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6.英语熟练，能进行日常的口语交流和邮件交流。"
,正式,物流专员/助理,山东省 济南市,物流管理,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1.本科及以上学历；
2.熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6.英语熟练，能进行日常的口语交流和邮件交流。"
,正式,物流专员/助理,山东省 济南市,物流工程,本科及以上,"1.Bachelor degree or above;
2.Proficient in using office software;
3.Strong team spirit, able to withstand work pressure and goal orientation;
4.Good language expression, learning innovation and clear thinking;
5.Strong initiative, with good communication and coordination skills;
6.Proficient in English, able to conduct daily oral communication and email communication.
1.本科及以上学历；
2.熟练应用办公软件；
3.较强的团队精神，能承受工作压力和目标导向；
4.良好的语言表达、学习创新，思路清晰明确；
5.主动性强，具备良好的沟通、协调能力；
6.英语熟练，能进行日常的口语交流和邮件交流。"
